Offer_Price,Total_Shares,QIB,HNI,RII,Issue_Size,Ipo_Success,,
466.66,1100572,608261,280982,211329,513592929.5,0,,
963.35,980111,381877,112102,486132,944189931.9,1,,
478.52,3112566,1561871,501712,1048983,1489425082,0,,
581.72,657606,324035,171093,162478,382542562.3,1,,
656.48,3134445,1110867,746107,1277471,2057700454,1,,
100.54,1610056,652992,430347,526717,161875030.2,1,,
867.76,571699,284872,133062,153765,496097524.2,0,,
154.54,2495016,825102,557722,1112192,385579772.6,1,,
857.72,103688,38651,15168,49869,88935271.36,1,,
272.42,2918280,1054598,570212,1293470,794997837.6,1,,
339.17,2534422,962934,419249,1152239,859599909.7,1,,
1196.51,343704,109216,53141,181347,411245273,1,,
175.5,3033037,1526143,360151,1146743,532297993.5,1,,
346.22,3630981,1601265,602956,1426760,1257118242,1,,
388.94,118401,62270,27482,28649,46050884.94,0,,
513.64,2253348,1290978,583079,379291,1157409667,0,,
262.9,1805918,1003354,348286,454278,474775842.2,1,,
811.23,984799,453196,129533,402070,798898492.8,1,,
566.17,1134535,608962,272142,253431,642339680.9,1,,
774.51,2562268,1485304,619802,457162,1984502189,1,,
1237.69,498736,222699,53452,222585,617280559.8,1,,
242.07,277638,129152,73060,75426,67207830.66,1,,
868.5,4191850,2144117,923645,1124088,3640621725,0,,
363.31,1438635,639642,162161,636832,522670481.9,1,,
727.2,3116122,1746222,605625,764275,2266043918,1,,
346.15,1642002,801741,266294,573967,568378992.3,1,,
649.17,4857546,1546018,1025227,2286301,3153373137,1,,
70.01,4018216,2307585,460753,1249878,281315302.2,1,,
934.76,4993682,2710718,858096,1424868,4667894186,1,,
296.82,3952681,1307109,958163,1687409,1173234774,1,,
562.33,1152375,452788,118554,581033,648015033.8,1,,
623.89,3666490,1646421,513820,1506249,2287486446,0,,
207.2,2639761,1085996,712848,840917,546958479.2,1,,
907.92,2136919,1264969,510838,361112,1940151498,1,,
1318.16,4113932,1515938,793467,1804527,5422820605,0,,
1009.63,4529117,1874184,661006,1993927,4572732397,1,,
1199.67,4446988,1792221,459239,2195528,5334918094,1,,
696.43,445863,172095,52701,221067,310512369.1,1,,
638.69,4456696,2439747,1025545,991404,2846447168,1,,
1365.08,3484662,1689681,567462,1227519,4756842403,1,,
345.69,3670237,2056045,410754,1203438,1268764229,1,,
1368.49,864343,272668,155796,435879,1182844752,0,,
1173.02,4086418,1513467,816357,1756594,4793450042,1,,
1318.38,376386,139612,47626,189148,496219774.7,1,,
1256.4,2896697,1331951,510538,1054208,3639410111,1,,
1349.34,893935,286874,116951,490110,1206222253,1,,
676.71,3314390,1094727,594444,1625219,2242880857,1,,
726.49,3608605,1714295,462355,1431955,2621615446,1,,
189.18,1268548,693243,206103,369202,239983910.6,1,,
730.13,2184337,1284721,231596,668020,1594849974,1,,
572.06,1416607,648585,188755,579267,810384200.4,1,,
893.73,4129169,1961106,742721,1425342,3690362210,1,,
61.15,3818107,1460364,741124,1616619,233477243,0,,
1014.15,4020594,1579909,766336,1674349,4077485405,1,,
281.35,363859,139858,52270,171731,102371729.7,1,,
346.36,1016932,468283,174575,374074,352224567.5,1,,
1357.99,2713729,829056,332164,1552509,3685216845,1,,
1392.26,4403498,2277356,811900,1314242,6130814125,1,,
93.81,342084,131856,76797,133431,32090900.04,1,,
1204.69,3848445,1746984,1122345,979116,4636183207,1,,
996.82,3422673,2007571,468078,947024,3411788900,0,,
1177.35,4734780,2656332,801604,1276844,5574493233,0,,
1052.86,435940,252362,99143,84435,458983788.4,1,,
660.65,1852986,912235,439403,501348,1224175201,1,,
1465.04,2837039,1383897,510486,942656,4156375617,1,,
361.65,4713423,2073367,1405540,1234516,1704609428,0,,
129.43,3830411,1908817,1044127,877467,495770095.7,1,,
981.37,859169,447989,211179,200001,843162681.5,0,,
194.91,4828216,1690765,1263740,1873711,941067580.6,1,,
818.61,813118,362922,230010,220186,665626526,1,,
1490.6,2705270,1018679,735323,951268,4032475462,1,,
174.37,3107356,1848170,397228,861958,541829665.7,0,,
1480.9,1382189,769413,251431,361345,2046883690,1,,
416.32,356842,205578,42603,108661,148560461.4,1,,
1227.27,1269896,661263,324748,283885,1558505264,1,,
1050.17,4288079,2142624,999009,1146446,4503211923,1,,
112.28,2148996,1079405,268213,801378,241289270.9,1,,
860.98,3206110,1272153,372953,1561004,2760396588,1,,
330.8,638434,354302,75531,208601,211193967.2,1,,
82.85,1088385,543571,164847,379967,90172697.25,0,,
1297.98,2958001,1598101,808547,551353,3839426138,1,,
517.24,706989,258693,91475,356821,365682990.4,1,,
1005.06,1002867,334389,175362,493116,1007941507,1,,
248.86,1250112,661654,257711,330747,311102872.3,1,,
807.49,4946960,1889181,782326,2275453,3994620730,1,,
203.29,3210956,1003440,482862,1724654,652755245.2,0,,
423.28,4870271,2314150,1096621,1459500,2061488309,1,,
1047.11,4822722,2222817,849847,1750058,5049920433,1,,
1013.32,139408,46921,33016,59471,141264914.6,1,,
1073.05,966699,543385,221470,201844,1037316362,1,,
455.5,1434730,666202,237409,531119,653519515,1,,
323.61,3190172,1694244,894422,601506,1032371561,1,,
455.07,2706861,1395855,537475,773531,1231811235,1,,
113.91,4341862,2570318,1004103,767441,494581500.4,1,,
1271.05,2531384,1274536,747642,509206,3217515633,1,,
987.37,399030,212892,41126,145012,393990251.1,1,,
372.86,4402493,1824562,897298,1680633,1641513540,1,,
1064.66,2984494,1679163,805449,499882,3177471382,1,,
364.59,2228725,846324,400068,982333,812570847.8,1,,
1081.05,3223457,1755182,433896,1034379,3484718190,1,,
957.57,3854217,1420613,627439,1806165,3690682573,1,,
575.29,352219,129224,74077,148918,202628068.5,0,,
267.67,3226545,1186797,428031,1611717,863649300.2,1,,
113.61,2142403,746437,261793,1134173,243398404.8,1,,
614.53,4732998,2499444,865029,1368525,2908569261,1,,
410.37,594682,253981,116197,224504,244039652.3,1,,
1102.4,2716713,946729,685647,1084337,2994904411,1,,
816.7,2123833,725760,598368,799705,1734534411,1,,
231.49,550264,257735,161587,130942,127380613.4,1,,
699.75,4585545,1403766,1167809,2013970,3208735114,1,,
662.75,1508040,641633,432411,433996,999453510,1,,
985.15,4564023,2628350,752140,1183533,4496247258,1,,
1277.77,3117622,1291290,705535,1120797,3983603863,1,,
1265.91,901277,524749,168750,207778,1140935567,1,,
1026.88,1829162,558438,260146,1010578,1878329875,1,,
344.03,4186794,1309970,958598,1918226,1440382740,1,,
1166.09,2654531,1520933,756204,377394,3095422054,1,,
1377.67,2885802,1331966,767700,786136,3975682841,1,,
347.18,2989518,1378259,371610,1239649,1037900859,1,,
607.8,597681,305905,66877,224899,363270511.8,1,,
97.07,2213745,1138476,479236,596033,214888227.1,0,,
674.87,2376938,1128190,568170,680578,1604124148,1,,
346.67,4771418,2495314,1370908,905196,1654107478,1,,
1102.47,3202733,1152975,634892,1414866,3530917051,1,,
1126.86,1206867,528496,136917,541454,1359970148,1,,
1214.8,4434329,2633107,1021899,779323,5386822869,1,,
244.21,1694367,601236,422963,670168,413781365.1,0,,
1341.01,2601589,1523674,775182,302733,3488756865,1,,
590.42,652164,366773,144178,141213,385050668.9,1,,
1228.67,884991,354345,202536,328110,1087361892,1,,
1361.21,160246,90627,29909,39710,218128457.7,0,,
1123.21,4809507,1807401,815687,2186419,5402086357,1,,
809.89,2153402,908616,639464,605322,1744018746,1,,
1434.89,411111,222953,70691,117467,589899062.8,1,,
60.39,4719529,1647411,667769,2404349,285012356.3,0,,
774.42,3587813,1968045,1033531,586237,2778474143,1,,
1017.29,3962815,1551082,983298,1428435,4031332071,0,,
691.91,4165396,1822645,487239,1855512,2882079146,1,,
890.81,3796250,2165076,937824,693350,3381737463,1,,
172.62,3294753,1919560,643163,732030,568740262.9,1,,
1323.14,121199,71562,15410,34227,160363244.9,0,,
801.69,793618,432620,108830,252168,636235614.4,1,,
1047.55,2432111,939139,695803,797169,2547757878,1,,
133.47,2653823,911150,356111,1386562,354205755.8,1,,
571.54,4651159,1819319,1380087,1451753,2658323415,1,,
1284.63,2982700,1250319,752239,980142,3831665901,1,,
81.7,1624458,843297,375027,406134,132718218.6,1,,
967.26,1308835,761508,235904,311423,1265983742,1,,
741.47,2046424,709190,600560,736674,1517362003,1,,
1409.39,834127,442082,221746,170299,1175610253,1,,
494.29,412063,214985,46832,150246,203678620.3,1,,
910.59,339169,156221,41057,141891,308843899.7,1,,
605.88,1054965,338030,294585,422350,639182194.2,1,,
195.79,2016002,847105,540257,628640,394713031.6,1,,
1312.43,858694,470402,252602,135690,1126975766,1,,
311.3,406953,134231,69207,203515,126684468.9,1,,
1068.35,2197593,697632,625897,874064,2347798482,1,,
1285.22,612044,191232,135887,284925,786611189.7,1,,
465.71,4052220,1484293,839902,1728025,1887159376,1,,
353.78,4968952,1553761,880250,2534941,1757915839,1,,
733.74,1157624,479684,125789,552151,849395033.8,1,,
1247.35,542068,197399,150488,194181,676148519.8,1,,
787.78,4535773,2189877,985292,1360604,3573191254,1,,
1083.62,2272172,756504,474405,1041263,2462171023,1,,
917.29,2057406,991809,557150,508447,1887237950,1,,
962.4,2691052,1413140,462857,815055,2589868445,1,,
781.42,2392931,1143619,262606,986706,1869884142,1,,
221.97,475904,218504,47628,209772,105636410.9,0,,
868.98,3850685,1246993,1080142,1523550,3346168251,1,,
807.98,1818553,806617,526419,485517,1469354453,1,,
1335.23,960120,570719,155449,233952,1281981028,0,,
514.96,4885322,2595615,621866,1667841,2515745417,1,,
570.27,2561937,1481156,572655,508126,1460995813,0,,
950.67,1227250,565496,330552,331202,1166709758,0,,
570.69,3769365,1488374,1113179,1167812,2151138912,0,,
923.45,871159,320240,223101,327818,804471778.6,1,,
1169.46,3805255,1779602,1103338,922315,4450093512,1,,
89.41,4653490,1559638,899445,2194407,416068540.9,0,,
1491.07,3068964,1502296,312324,1254344,4576040151,1,,
621.11,3703060,2215763,1046250,441047,2300007597,1,,
740.09,3800475,1440151,954225,1406099,2812693543,1,,
1023.5,2823418,1681580,339521,802317,2889768323,1,,
1073.09,2956022,1005936,682271,1267815,3172077648,0,,
985.88,2189756,675432,485209,1029115,2158836645,1,,
125.58,3808406,1609499,511432,1687475,478259625.5,1,,
767.62,2479661,1207163,616188,656310,1903437377,1,,
142.17,2388073,1413074,520079,454920,339512338.4,0,,
184.99,2248428,1030509,639387,578532,415936695.7,1,,
836.43,1384092,633274,347035,403783,1157696072,1,,
955.35,4965319,2732525,1018755,1214039,4743617507,0,,
1291.11,2378792,1148403,411449,818940,3071282139,1,,
1154.18,1476811,461620,310172,705019,1704505720,1,,
78.83,3121615,1480687,357153,1283775,246076910.5,1,,
268.92,485968,155601,101834,228533,130686514.6,1,,
649.61,1054260,515575,137245,401440,684857838.6,0,,
189.77,2615549,1457385,271818,886346,496352733.7,1,,
1175.47,1326962,726464,363932,236566,1559804022,1,,
1353.27,4740142,1788867,1010977,1940298,6414691964,1,,
190.5,4018510,1263084,883056,1872370,765526155,1,,
448.41,3353881,1330882,745510,1277489,1503913779,1,,
1103.8,512259,157728,117467,237064,565431484.2,1,,
716.22,4707184,1578839,1190986,1937359,3371379324,1,,
251.98,4713842,2629880,1207271,876691,1187793907,1,,
1433.28,2599334,1228776,648539,722019,3725573436,1,,
998.19,4266343,2440341,771836,1054166,4258620919,1,,
683.37,1239550,396513,341804,501233,847071283.5,1,,
1178.37,328640,174239,41553,112848,387259516.8,0,,
51,3661770,1679642,405925,1576203,186750270,1,,
679.01,2877804,1124736,829635,923433,1954057694,0,,
639.46,879473,476589,108133,294751,562387804.6,1,,
323.14,4461188,2025495,1025191,1410502,1441588290,1,,
576.63,4282119,1722942,1000793,1558384,2469198279,1,,
454.59,2288445,1071157,616541,600747,1040304213,1,,
1094.56,768155,339595,85309,343251,840791736.8,1,,
612.36,3987030,2107631,909859,969540,2441497691,1,,
1126.04,1744345,803704,283691,656950,1964202244,1,,
627.62,1916205,926773,453484,535948,1202648582,0,,
829.58,4167246,1267089,1240057,1660100,3457063937,1,,
284.26,3282616,1372659,850760,1059197,933116424.2,1,,
1081.83,1890637,1032622,303806,554209,2045347826,0,,
857.99,1463267,645899,391085,426283,1255468453,1,,
899.92,1131229,366511,251029,513689,1018015602,1,,
446.55,2679693,1343151,547527,789015,1196616909,1,,
350.71,4630653,2539257,1078539,1012857,1624016314,1,,
588.98,861075,476504,121717,262854,507155953.5,1,,
511.37,1611817,571613,347265,692939,824234859.3,1,,
235.86,4373263,2183116,499941,1690206,1031477811,1,,
1273.24,787146,279976,143047,364123,1002225773,1,,
591.8,2842467,1005379,388926,1448162,1682171971,0,,
633.38,2064689,917374,477642,669673,1307732719,0,,
881.63,1517028,890381,328925,297722,1337457396,1,,
1205.78,469616,227761,125116,116739,566253580.5,1,,
1443.2,3314540,1587451,490441,1236648,4783544128,0,,
826.93,3961794,1686618,601355,1673821,3276126312,1,,
143.4,1828003,897813,475721,454469,262135630.2,1,,
1214.04,2545494,1068186,661169,816139,3090331536,1,,
632.24,3276038,1419174,751822,1105042,2071242265,1,,
133.22,3266225,1043021,720222,1502982,435126494.5,1,,
236.39,1904825,1082522,546562,275741,450281581.8,1,,
1356.47,822972,345573,212524,264875,1116336829,1,,
830.37,3233501,1849899,395264,988338,2685002225,1,,
1097.2,793725,364077,183530,246118,870875070,0,,
503.6,4203398,1466031,534344,2203023,2116831233,1,,
786.05,4784739,1561373,799953,2423413,3761044091,1,,
1015.62,1978833,1152383,466905,359545,2009742371,1,,
1160.09,655709,380291,146615,128803,760681453.8,1,,
627.19,3575998,1447670,811673,1316655,2242830186,1,,
565.47,959044,418222,208640,332182,542310610.7,1,,
1466.4,2090134,936535,444994,708605,3064972498,1,,
1357.81,4970777,1755989,1268183,1946605,6749370718,0,,
525.9,4779906,1489358,1425617,1864931,2513752565,1,,
568.74,311509,176270,38236,97003,177167628.7,1,,
839.35,2426338,1202612,625534,598192,2036546800,1,,
547.29,1092245,654908,145482,291855,597774766.1,1,,
1185.31,2993608,1554240,435323,1004045,3548353498,1,,
1059.8,3018259,1000238,578699,1439322,3198750888,0,,
1410.33,615076,260252,166426,188398,867460135.1,1,,
303.67,3987462,1937855,552498,1497109,1210872586,1,,
169.43,1466335,541475,321680,603180,248441139.1,1,,
1097.04,919416,543960,244755,130701,1008636129,0,,
372.84,3854908,1188167,1104623,1562118,1437263899,1,,
398.54,2885901,1218398,312889,1354614,1150146985,1,,
1300.7,1914563,1021471,405440,487652,2490272094,1,,
1487.02,1306152,405021,231990,669141,1942274147,1,,
847.92,2197832,696641,261391,1239800,1863585709,1,,
864.99,4818466,1638379,713168,2466919,4167924905,1,,
424.26,3719924,2016244,729470,974210,1578214956,1,,
947.83,919750,470012,230793,218945,871766642.5,1,,
1497.51,391691,142564,88507,160620,586561189.4,1,,
671.98,354728,174860,80431,99437,238370121.4,1,,
1291.33,1440643,752642,349982,338019,1860345525,1,,
155.89,1746387,705085,403798,637504,272244269.4,1,,
1208.4,404977,159424,116668,128885,489374206.8,1,,
683.51,3722177,1656529,394451,1671197,2544145201,1,,
502.69,3117676,1409505,470768,1237403,1567224548,1,,
670.33,301306,172107,52903,76296,201974451,1,,
675.17,532754,178004,68866,285884,359699518.2,1,,
739.82,984706,573139,244717,166850,728505192.9,1,,
187.13,4669521,1676568,592468,2400485,873807464.7,1,,
110.25,4875351,2714114,1317370,843867,537507447.8,1,,
1454.32,3068674,1464128,374574,1229972,4462833972,1,,
1426.91,947429,464243,115395,367791,1351895914,0,,
357.75,1833594,552538,433571,847485,655968253.5,0,,
1210.66,556688,292652,81740,182296,673959894.1,1,,
60.12,3080539,1434910,527632,1117997,185202004.7,1,,
1125.97,3426748,1083933,545431,1797384,3858415446,1,,
67.75,2530475,762146,564800,1203529,171439681.3,1,,
703.62,4953450,2716025,1455538,781887,3485346489,1,,
276.79,3397943,1743736,685724,968483,940516643,1,,
592.72,4967011,2624115,1425890,917006,2944046760,1,,
254.87,4551024,2568213,1031248,951563,1159919487,0,,
1490.27,2500777,932046,745869,822862,3726832940,1,,
999.99,1472323,586209,306215,579899,1472308277,1,,
916.51,650490,284690,136410,229390,596180589.9,1,,
150.68,2530610,1337105,261236,932269,381312314.8,1,,
914.81,1280717,466151,359313,455253,1171612719,1,,
390.46,883014,524088,212072,146854,344781646.4,1,,
103.61,2890601,891368,802897,1196336,299495169.6,1,,
496.24,2781208,1598705,569767,612736,1380146658,1,,
956.44,2943708,1034856,486858,1421994,2815480080,1,,
160.62,2138411,780327,424044,934040,343471574.8,1,,
693.79,4059622,1717048,540164,1802410,2816525147,1,,
518.28,2385757,1001629,592841,791287,1236490138,1,,
700.35,622173,199960,138555,283658,435738860.6,1,,
224.31,4266501,1529041,1259946,1477514,957018839.3,1,,
524.42,249681,109771,32340,107570,130937710,1,,
286.37,3501479,2062037,479911,959531,1002718541,1,,
740.41,3679881,1990071,621717,1068093,2724620691,1,,
1467.44,4269349,2092308,847549,1329492,6265013497,1,,
361.77,1319973,415619,374718,529636,477526632.2,1,,
263.65,837230,322113,114785,400332,220735689.5,1,,
801.77,2271011,1318898,409327,542786,1820828489,1,,
648.73,4664168,1476372,537696,2650100,3025785707,1,,
381.72,2751588,1550717,790010,410861,1050336171,1,,
144.04,4954036,2108648,1240298,1605090,713579345.4,1,,
949.88,4493433,1881616,1173161,1438656,4268222138,1,,
416.14,3937346,2321359,460918,1155069,1638487164,1,,
531.9,4456309,2395919,1335500,724890,2370310757,1,,
64.73,3697407,1249993,435961,2011453,239333155.1,1,,
1445.17,3668259,1900729,378311,1389219,5301257859,1,,
339.91,4534960,2185729,610792,1738439,1541478254,1,,
1430.91,3098507,1700845,848797,548865,4433684651,1,,
1029.78,212762,74517,39018,99227,219098052.4,1,,
1382.97,3099813,1662844,595060,841909,4286948385,1,,
1005.7,280250,122444,41640,116166,281847425,1,,
650.77,611402,277959,76551,256892,397882079.5,1,,
415.42,2276512,940197,290367,1045948,945708615,1,,
1439.63,189892,57472,48867,83553,273374220,1,,
528.47,286978,95168,55303,136507,151659263.7,0,,
1125.46,4182538,1294410,462670,2425458,4707279217,1,,
150.07,2060611,622187,434404,1004020,309235892.8,1,,
530.3,722010,334180,212191,175639,382881903,1,,
197.44,1457477,531021,356085,570371,287764258.9,0,,
641.5,3928956,1896373,898742,1133841,2520425274,1,,
630.49,410352,236067,55214,119071,258722832.5,0,,
1053.44,1713688,859002,296095,558591,1805267487,0,,
716.13,2967367,1487136,439207,1041024,2125020530,1,,
1477.78,4128139,2299010,1003574,825555,6100481251,1,,
914.79,768580,305385,149972,313223,703089298.2,1,,
677.18,3058419,1594162,726053,738204,2071100178,1,,
123.99,1002364,464660,181009,356695,124283112.4,0,,
580.08,278913,94621,71594,112698,161791853,0,,
1351.73,1694662,852194,483974,358494,2290725465,1,,
937.02,1651067,604650,255336,791081,1547082800,1,,
915.41,3338484,1498932,667234,1172318,3056081638,1,,
1059.63,4842975,2309320,944632,1589023,5131761599,0,,
1493.87,4574700,1519798,876383,2178519,6834007089,1,,
1398.77,3234833,1192973,371573,1670287,4524787355,1,,
1268.15,4646412,2207242,793274,1645896,5892347378,1,,
497.37,2699540,1348317,625231,725992,1342670210,0,,
494.67,1598075,632056,267609,698410,790519760.3,1,,
954.42,3654204,2034192,421447,1198565,3487645382,1,,
531.94,4516661,1409597,1303789,1803275,2402592652,1,,
716.13,1547323,496175,240267,810881,1108084420,1,,
881.35,3721957,2023990,724354,973613,3280346802,1,,
836.47,828873,410986,181660,236227,693327398.3,1,,
522.8,1846962,1106490,494466,246006,965591733.6,1,,
